composition,Mean VEC,electronegativity_difference,Atomic_Radius_Difference,Calculated_Youngs_Modulus,Mixing_Enthalpy,Mixing_Entropy,Work_Function,Shear_Modulus_G,MOd_Missmatch,shear_modulus_difference,melting_Temp,cohesive_enrg,Ionization_enrg,Pauling_electronegativity
Al1.66 Ba0.22 Cu0.53 Nb1.18 Pd1.59 Ti1.78 V1.4,5.6423,0.8187,114.0132,106.451,-36.112,15.0669,1.8793,41.0618,-0.0438,0.076,1812.4351,4.656,6.9387,0.1531
Co1.06 Fe1.79 Mo1.49 Ta1.42 Ti1.22 W0.16,7.2913,0.557,11.4216,218.605,-14.2617,13.8447,1.5682,81.5826,-0.0501,0.1095,2389.612,5.787,7.5446,0.1294
Al1 Au1 Co1 Cr1 Fe1 Ni1,6.8333,0.635,16.5,174.5,-8.5556,14.8967,1.3617,66.8833,-0.1099,0.221,1626.3,4.0617,7.567,0.1855
W1 Zn1,11.0,0.355,2.5,259.5,15.0,5.7628,1.735,102.0,-0.1364,0.3346,2193.84,5.125,8.629,0.252
Al1 Co1 Cr1 Hf1 Nb1 Ni1 V1 Zr1,6.25,0.315,23.25,153.625,-28.875,17.2885,1.4488,56.2875,-0.1154,0.2625,2022.0588,5.215,6.9048,0.085
Co0.81 Cu0.37 Fe0.28,9.3151,0.0455,2.0479,189.363,5.4761,8.2428,1.0262,69.576,-0.0158,0.0332,1672.2842,4.1408,7.8457,0.0011
Al1 Co1 Cr1 Cu1 Ni1,7.8,0.182,6.6,177.6,-6.56,13.3809,1.424,68.12,-0.0905,0.1917,1593.448,3.956,7.2,0.0336
Li0.47 Nb1.5 Ta0.23 Ti1.4,4.3444,0.5093,4.8278,102.1806,20.9993,9.7574,1.9618,37.9011,-0.0954,0.1563,2170.0876,5.7706,6.6796,0.08
Ag0.15 Al0.42 Co1.77 Mo0.58 V0.95 W1.01,7.6168,0.4177,13.6742,233.4652,-6.2227,13.1668,1.3001,89.0689,-0.1149,0.2399,2293.4707,5.6584,7.3911,0.1433
B0.53 Fe1.89 Ti0.23,6.6528,0.3068,34.6226,250.5547,-23.0712,6.444,1.6078,96.3019,-0.066,0.1585,1929.883,4.6195,7.888,0.0317
Al1.94 B1.15 Mn0.92 Mo0.47 Pd1.62 Ti1.88 V1.72 Zr1.87,5.0415,0.5007,48.108,155.586,-49.2328,16.7011,1.9422,56.0823,-0.1757,0.5629,1868.2388,4.8197,7.0599,0.1705
Cu1.07 Fe1.44 Mo1.07 Ni0.18 Sn1.24,7.294,0.2093,23.934,178.594,14.7485,12.3367,1.8402,66.8322,-0.14,0.2998,1619.3426,4.3775,7.5447,0.0284
Be1 Cr1 Cu1 Fe1 Zr1,6.2,0.328,30.6,200.2,-14.4,13.3809,1.292,82.06,-0.1019,0.2116,1807.354,4.352,7.6702,0.0814
Al1 Co1 Cr1 Mo1 Nb1 Ni1 V1 Zn1,7.0,0.3975,15.0,178.5,-13.4375,17.2885,1.4712,68.7875,-0.1049,0.2221,1891.3938,4.6675,7.284,0.071
Co1 Mo1,7.5,0.14,7.0,269.0,-5.0,5.7628,1.21,97.5,-0.0241,0.0533,2332.0,5.605,7.49,0.0392
Al0.38 Co1.86 Fe0.3 Mn1.49 Ni1.59 Ti0.71,7.812,0.2131,19.6856,185.4692,-16.943,13.3536,1.4115,59.7668,-0.0577,0.1112,1670.6854,4.0411,7.4844,0.0545
Cr2.0 Ti0.7,5.4815,0.0889,14.0741,236.7407,-5.3772,4.7579,1.467,96.5926,-0.0557,0.1038,2118.037,4.2944,6.7828,0.0055
Co1 Cr1 Mn1 Ni1 Si1 Ti1 V1,6.4286,0.1857,19.0,176.7143,-33.551,16.1783,1.8014,64.1429,-0.0684,0.1543,1858.0,4.3771,7.3496,0.0477
Ag1 Cr1 Li1 Nb1 Ta1,6.4,0.554,15.4,132.8,25.92,13.3809,1.168,51.24,-0.2473,0.55,1981.716,4.87,6.8768,0.194
Cr1.6 Hf0.24 Mo1.07 Re1.78,8.0,0.5467,23.4883,353.3326,-7.642,10.175,1.2524,135.7015,-0.0483,0.0789,2845.4542,6.261,7.2681,0.1013
Co1 Cr1 Mg1 Mn1 W1,6.8,0.608,12.2,228.4,11.84,13.3809,1.288,80.6,-0.1984,0.425,2017.0,4.364,7.5184,0.2523
Ba1 Fe1 Ni1 Pd1 Ta1,7.8,0.776,95.4,146.2,-8.0,13.3809,1.354,55.2,-0.1499,0.2617,1931.41,4.426,7.3962,0.4005
Pd0.33 Sc1.78 Ti1.4,4.057,0.6892,14.8547,95.1709,-19.6785,7.7589,3.0687,36.3932,-0.0181,0.0425,1865.9762,3.9585,6.835,0.1131
Cr1.95 Ni0.9,7.2632,0.1711,2.7368,254.0526,-6.0499,5.1851,0.9958,102.6842,-0.0155,0.0312,2037.2632,4.2074,7.0427,0.027
Au1.58 Cu0.1 Mn0.26 Mo1.38 Nb0.21 Pd0.59 V0.21 Zr1.84,5.5851,0.6166,18.9271,151.5429,-40.1089,14.1293,1.2391,53.2934,-0.1733,0.467,2053.5134,5.4358,7.6241,0.4681
Cr1 Ni1,8.0,0.125,2.0,239.5,-7.0,5.7628,1.04,95.5,-0.0191,0.0417,1954.0,4.27,7.2035,0.0312
Al0.61 Nb0.96 V0.7,4.4626,0.0181,16.7753,102.6872,-14.0075,8.978,1.6446,40.715,-0.0403,0.0849,2087.0118,5.7418,6.5473,0.0003
Co0.26 Cr0.98 Mo0.23 W1.34,8.1851,0.3951,8.8683,339.5623,-0.179,9.5245,1.2119,133.6441,-0.0256,0.0454,2922.9395,6.6384,7.4204,0.205
Cu0.1 Fe1.4,8.2,0.0653,1.8667,205.6,3.2356,2.0363,1.0467,79.7533,-0.0066,0.0111,1780.7847,4.2273,7.8903,0.0006
Cr0.58 Fe0.38 Mo1.36 Ni0.23 Pd0.74 V1.88 Zn1.17,7.5426,0.3612,10.265,188.0095,-10.1498,14.6413,1.2427,73.9069,-0.081,0.1794,1980.4121,4.5334,7.5997,0.12
B1.19 Co0.96 Nb1.22 Sn1.96 Ta0.91 Ti0.15,5.4679,0.3188,51.4163,179.7966,-19.627,13.6521,2.4741,66.5618,-0.2347,0.6535,1897.12,5.4024,7.5563,0.0825
Co1 Fe1 Nb1 V1,6.75,0.145,13.25,163.25,-16.0,11.5257,1.075,63.0,-0.0352,0.0734,2128.0,5.3875,7.322,0.0296
Al0.25 Fe0.95,6.9583,0.1742,6.3333,181.625,-7.2569,4.2546,1.4583,70.3958,-0.0598,0.1033,1628.1812,4.0883,7.5028,0.016
Al1 Cu1 Hf1 Mg1 Nb1 Ta1 Ti1 Zr1,5.75,0.3888,25.625,111.25,-5.5625,17.2885,1.8988,38.2,-0.0695,0.1516,1978.655,5.1788,7.0368,0.0719
Al1.84 Co1.73 Fe0.48 Mn1.31 Ni0.31 Pd0.81 Si0.52 Ti1.73,6.2199,0.4646,18.331,145.173,-38.9599,15.9706,2.0538,48.4664,-0.0695,0.1554,1590.7177,4.0071,7.2568,0.0868
B1.24 Cu0.31 Mn1.78 Ni0.34 W1.7,7.4469,0.4126,35.9683,319.8212,-16.6861,11.7058,1.62,109.4251,-0.1489,0.3183,2403.4467,5.5911,7.7995,0.2164
Au1 Co1 Fe1 Ni1 Ti1,7.2,0.6,13.8,162.8,-17.28,13.3809,1.454,60.8,-0.063,0.1248,1717.066,4.352,7.8954,0.2146
Mg1 V1,3.5,0.16,5.5,86.5,23.0,5.7628,1.455,37.0,-0.1202,0.2922,1553.0,3.41,7.196,0.0512
Ag0.51 Co0.88 Cr1.66 Fe1.15 Sc1.21 Ta0.36 Ti1.66,6.218,0.2875,22.8439,172.4226,-7.9284,15.2749,1.8808,67.2234,-0.1069,0.2223,1950.0006,4.3095,7.1648,0.0683
Al1 Co1 Cu1 Nb1,7.0,0.1525,16.75,128.5,-13.5,11.5257,1.59,46.9,-0.0662,0.1472,1702.31,4.7025,7.088,0.0407
Au1.53 C0.87 Cr1.71 Cu0.64 Ni0.42 Ti1.61,5.7625,0.5676,58.4322,274.91,-40.5317,13.9954,1.8465,76.6271,-0.1694,0.4044,2050.1044,4.5935,8.0575,0.3703
Mn1 Nb1 Ni1 V1,6.75,0.2375,13.25,157.75,-15.5,11.5257,1.1075,51.5,-0.047,0.1023,2045.0,5.06,7.1448,0.0392
Mn1 Si1,5.5,0.175,8.0,152.5,-45.0,5.7628,2.785,41.0,-0.01,0.0214,1603.0,3.775,7.7925,0.0612
Co0.76 Mo1.56 Ni0.91 Ti1.57 Zn0.67,7.2431,0.3209,12.2431,202.6618,-16.0885,12.8523,1.852,75.1828,-0.0799,0.1732,2000.9846,4.851,7.501,0.121
Al1 Cr1 Fe1 V1,5.5,0.1475,8.5,172.0,-11.75,11.5257,1.47,70.075,-0.1012,0.2163,1776.8675,4.2625,6.8503,0.0151
Cr1.27 Cu0.24 Fe0.18 Hf0.23 Pd0.4 Zr1.29,6.2881,0.5966,17.4709,173.4875,-29.6497,12.3394,1.1934,66.3357,-0.1427,0.3189,2070.1288,5.0358,7.0175,0.1631
Cr1 Hf1 Nb1 Ni1 Si1 Ti1,6.1667,0.3517,24.8333,158.5,-45.2222,14.8967,2.1183,58.3333,-0.1041,0.2485,2132.0,5.2683,7.1617,0.0891
Al1.13 Au0.43 Cr1.28 Ni1.84 Zr1.56,6.0673,0.8372,25.8878,157.7564,-38.3853,12.6821,1.5173,60.8732,-0.1421,0.3126,1749.9155,4.6531,7.0192,0.1953
Fe1.71 Ni1.62 V1.68 W0.57,7.8817,0.5128,9.8441,203.2473,-10.0675,10.9408,1.0756,80.8011,-0.0464,0.1278,2091.3548,5.1085,7.474,0.0846
Fe1 Mo1 Nb1 Sn1 Ti1,5.4,0.342,18.0,162.2,-5.44,13.3809,2.152,60.4,-0.1604,0.3611,1980.616,5.332,7.1864,0.1048
Co1 Cu1 Mo1 Ni1,9.0,0.1975,10.0,217.0,4.25,11.5257,1.145,79.825,-0.0478,0.1038,1937.4425,4.785,7.5865,0.0262
Al1 Cr1 Mo1 Ni1 Pd1 Ti1,6.5,0.3533,14.5,185.8333,-29.7778,14.8967,1.745,70.8833,-0.1223,0.2593,1917.7533,4.5767,7.1095,0.1373
Cr0.72 Fe0.59 Mo0.52 Ni0.18 W0.44,7.4939,0.4089,7.5347,291.1388,-1.8219,12.7363,1.1603,113.5102,-0.0276,0.0588,2481.9796,5.6077,7.3719,0.1357
Ag0.74 Cr0.15 Mn1.01 Mo0.62 Ni1.25 Ti0.41,8.1268,0.3416,13.933,192.5335,1.5695,13.6426,1.3158,62.7368,-0.1145,0.266,1800.5666,4.19,7.3877,0.0959
Al1.18 Au0.48 Cr0.23 Cu0.9 Mn1.08 Nb1.21,6.0689,0.8036,14.7362,126.3976,-14.1618,13.9647,1.5501,38.9161,-0.0663,0.2189,1660.3988,4.3673,7.1277,0.1631
Al1 Cr1 Fe1 Mn1 Ni1,6.8,0.198,6.6,191.6,-12.48,13.3809,1.438,66.86,-0.1122,0.2367,1634.294,3.82,7.1458,0.037
Co1 Cr1 Fe1 Ti1 Zr1,6.2,0.318,22.8,181.8,-21.76,13.3809,1.504,69.8,-0.0812,0.174,1965.6,4.83,7.2024,0.08
Al1.51 Co1.99 Nb0.4 Sn2.0 Ta1.63,6.2563,0.25,22.915,128.3918,-14.8836,12.5808,2.3402,46.8304,-0.1341,0.2852,1646.8419,4.8235,7.3007,0.0697
Ag1.79 Au0.38 Hf1.96 Mo0.95 V1.69 W1.55,8.0433,0.6851,14.7849,195.4772,5.6667,14.1063,1.2855,70.0288,-0.2164,0.5441,2379.5902,5.7418,7.305,0.3272
Al1 Co1 Cr1 Fe1 Zn1,7.6,0.154,8.2,175.4,-6.56,13.3809,1.61,68.26,-0.0983,0.2068,1477.03,3.496,7.586,0.0232
Al0.16 Cr1.29 Cu0.77 Fe0.3 Re1.18,8.6676,0.1881,12.2757,292.1216,5.9568,11.6232,1.1906,114.6997,-0.1057,0.1992,2332.9616,5.1675,7.3798,0.0275
Co1 Y1,6.0,0.33,26.5,136.5,-22.0,5.7628,1.45,58.0,-0.038,0.0859,1783.5,4.425,7.049,0.2178
B1.46 Ba0.51 Cr1.59 Cu0.45 Mo1.06 Nb0.73,5.1552,0.9004,120.5569,274.3328,-9.7879,14.014,1.6786,105.2198,-0.1559,0.2552,2257.5856,5.1612,7.1497,0.2442
Fe0.89 Hf0.33 Mn1.27 Nb0.28 Ni0.22,7.4415,0.3369,27.2074,187.3478,-10.6312,11.4851,1.1617,51.7358,-0.083,0.1886,1845.505,4.2142,7.458,0.0649
Ag0.98 Co1.74 Mo1.33 Si1.35 Ti0.71 Zr0.9,6.5991,0.5089,25.5221,170.3252,-32.8546,14.5411,2.0292,63.3224,-0.1121,0.2508,1955.6336,5.0173,7.4752,0.1283
Cr0.99 Ni0.89 Re1.62,9.3314,0.1747,7.1486,344.0771,-3.1671,8.829,1.2032,134.2429,-0.0525,0.1029,2657.0571,5.9453,7.5042,0.0241
Co1 Cr1 Mo1 Nb1 Pd1,7.2,0.3,10.6,208.6,-20.96,13.3809,1.124,78.4,-0.0916,0.1919,2284.41,5.354,7.3686,0.1222
Al0.68 Co0.64 Cu1.55 Mo0.27 Ni1.22,8.8693,0.2893,13.4381,164.1491,-2.1451,12.203,1.3868,60.9791,-0.067,0.1486,1550.6658,4.0739,7.4145,0.0331
Ag1 Co1 Cr1 Cu1 Ti1 V1 Zr1,7.1429,0.3657,21.8571,148.4286,-6.5306,16.1783,1.34,57.4714,-0.0951,0.2265,1827.5286,4.5171,7.1654,0.084
Ba1 Sc1,2.5,0.235,45.5,43.5,28.0,5.7628,2.76,17.0,-0.1978,0.4983,1407.0,2.345,5.887,0.1105
Al1 Mo1 Ni1 W1,7.25,0.4,12.0,252.5,-9.75,11.5257,1.7475,95.825,-0.1315,0.2739,2313.1175,5.88,7.1472,0.1575
Cr1.97 Hf0.11,6.1058,0.341,29.3606,271.8606,-1.8032,1.7204,0.9644,110.5048,-0.0218,0.0296,2197.2404,4.2015,6.7701,0.013
Fe1.17 Li1.7 Nb1.03 Ni0.67,5.0131,0.4937,15.8862,111.0985,19.2678,11.0907,1.1158,42.2626,-0.2591,0.6238,1505.5438,4.0592,6.6723,0.3093
Al0.67 Cu1.68 Fe1.28 Mo1.44 V0.97,7.3212,0.2884,12.053,187.6325,4.8144,13.0045,1.3105,71.4925,-0.0928,0.1945,1906.0113,4.7292,7.2634,0.0748
Cr1 Mo1 Nb1 Ni1 Ti1,6.2,0.386,12.8,205.8,-16.16,13.3809,1.564,78.6,-0.0912,0.1907,2299.0,5.556,7.0186,0.1062
Cr1.62 Mn0.82 Mo0.93,6.2433,0.3888,8.2077,273.089,2.2787,8.7407,1.0813,96.9139,-0.0691,0.1317,2216.7537,4.5635,7.0209,0.1191
Cr1 Li1,3.5,0.34,12.0,145.0,35.0,5.7628,0.97,59.6,-0.3316,0.864,1316.825,2.865,6.0795,0.2312
Cr0.99 Fe0.58 Mo1.64 Ta0.54 Ti1.23 W0.89,6.661,0.4772,12.1806,263.5537,-6.089,14.2846,1.6434,101.0017,-0.0709,0.1461,2625.3152,6.1306,7.2543,0.2055
Al1 Cr1 Fe1 Mo1 Ni1 W1,7.1667,0.4383,11.0,250.0,-7.8889,14.8967,1.4933,96.7167,-0.0971,0.1891,2207.245,5.3167,7.2097,0.141
Cr0.33 Fe0.28 Nb1.85 Ni1.56 Re0.62,7.7349,0.1625,11.0862,203.5474,-24.6019,11.3026,1.2322,77.6142,-0.1172,0.3442,2403.931,6.1164,7.2745,0.0428
Cu1 Zr1,7.5,0.285,16.0,112.0,-23.0,5.7628,1.245,40.65,-0.0163,0.0354,1742.885,5.01,7.18,0.1624
Al1 Cr1 Ni1 Ti1 V1,5.6,0.24,16.8,158.6,-23.84,13.3809,1.804,63.66,-0.1023,0.2277,1793.094,4.412,6.7934,0.0319
Co1.71 Mo0.31,8.5396,0.237,11.8515,227.4158,-2.5983,3.564,1.0852,81.9059,-0.0156,0.0392,1941.1089,4.7629,7.761,0.0204
Al1 Fe1 Li1 Mo1 Ti1,4.4,0.644,18.4,147.4,5.76,13.3809,1.9,55.3,-0.258,0.5545,1607.024,4.188,6.6414,0.3007
Co0.99 Cu0.23 Fe0.66,8.8936,0.0351,2.2819,200.0372,3.0401,8.0,1.0334,74.191,-0.0102,0.0189,1732.908,4.2413,7.8694,0.0014
Al1 Co1 Fe1 Mo1 Sc1 Ti1,5.5,0.43,25.8333,168.1667,-20.2222,14.8967,2.1667,62.7167,-0.1279,0.2804,1860.5783,4.495,7.043,0.1349
Mo1.91 Sn1.61 V0.91 W0.2 Zr0.43,5.1719,0.6084,14.7964,187.3498,4.9232,11.4556,2.1329,70.4427,-0.205,0.4591,1973.3417,5.4351,7.1042,0.1485
Co1.43 Fe0.43 Mo0.28 Ni1.89 W1.51,9.3845,0.3287,9.7401,267.2076,-2.4643,11.806,1.2031,101.5993,-0.0605,0.1371,2339.9314,5.7506,7.7563,0.0887
Al1 Be1 Co1 Mo1 Pd1,6.0,0.316,20.2,203.2,-17.6,13.3809,1.678,79.46,-0.13,0.2695,1797.104,4.364,7.725,0.1399
Al1 Be1 Co1 Cr1,5.0,0.2,14.0,211.25,-11.0,11.5257,1.74,87.075,-0.1086,0.2189,1610.3675,3.8025,7.489,0.0287
Al1 Co1 Cr1 Fe1 Pd1,7.2,0.364,11.8,178.0,-17.92,13.3809,1.394,68.46,-0.0968,0.2035,1704.104,4.004,7.3746,0.0866
Co1.66 Cu1.23 Fe1.0 Ni1.89 Ta1.79 V0.25,9.3005,0.289,15.5473,186.8005,-11.4302,13.9154,1.1787,69.9884,-0.0115,0.0229,2060.96,5.1251,7.7668,0.0548
Co1 Cr1 Hf1 Ni1 Ti1 V1,7.0,0.3533,22.8333,179.3333,-22.7778,14.8967,1.4667,66.1667,-0.0779,0.1691,2051.0,4.8517,7.1145,0.0852
Cr0.43 Mo0.34 Nb0.23 Ti1.09 V0.28,4.865,0.4928,12.7722,176.481,-4.5142,11.8405,1.9943,68.7384,-0.0972,0.2444,2228.4684,5.3149,6.8394,0.0858
Cr0.53 Fe0.26,6.6582,0.1141,1.3418,256.6203,-0.8832,5.2673,0.9628,104.1392,-0.011,0.0222,2058.557,4.1592,7.1405,0.0128
Cr1.1 Si1.79 Ta0.56 W1.97,7.1033,0.4772,17.7565,260.5646,-33.7918,10.7411,2.3615,104.5092,-0.1014,0.2202,2682.524,6.433,7.7388,0.1984
Al0.3 Cr0.36 Cu0.83 Hf0.2 Mn1.06 Ni0.41 Sn1.5 Ti1.15,6.1807,0.4306,22.6248,130.537,-12.9931,15.6886,2.314,41.5213,-0.1199,0.3442,1377.1739,3.7501,7.21,0.0811
Co0.86 Fe1.78 Mn0.56 Mo0.41 Nb1.86,6.8848,0.4043,12.2797,182.1554,-14.4004,12.0597,1.1641,63.9744,-0.0711,0.165,2174.9653,5.4672,7.4019,0.0581
Co1.89 Cr0.33 W1.63,9.1662,0.4044,7.8156,300.5221,-1.3594,7.68,1.1899,114.839,-0.0544,0.1275,2619.161,6.2746,7.7783,0.1354
Al1.49 Hf1.33 Pd0.83 Ti1.57 W1.77,6.7797,0.5647,22.1259,186.8155,-34.5684,13.1481,2.1331,67.1898,-0.2556,0.6718,2264.4709,5.6666,7.0895,0.3377
Al0.35 Cr1.98 Fe0.36 Mn0.25 Re0.69 Ti0.25,6.7397,0.2009,17.3273,270.8376,-7.9564,11.9836,1.3503,105.4111,-0.1093,0.1946,2202.7795,4.698,7.0467,0.0267
Co1 Mn1 Ni1 Pd1 Sc1,7.8,0.42,26.6,160.4,-32.0,13.3809,1.538,51.8,-0.0698,0.1481,1731.41,3.782,7.5708,0.173
Cu1 Fe1 Hf1 Ti1 V1,7.2,0.34,20.2,145.8,-9.12,13.3809,1.548,52.26,-0.05,0.1088,1959.754,4.79,7.2054,0.0918
Fe1.04 Nb1.62,6.1729,0.1401,12.1805,146.4436,-15.2393,5.5636,1.2144,55.203,-0.0602,0.1513,2382.8722,6.2837,7.2059,0.0252
Al0.57 Co1.1 Cr0.35 Mo0.52 Nb0.16 Ni1.72 Si1.7 Zr1.5,6.2507,0.4359,30.4488,160.3976,-54.9425,15.5453,2.1022,61.1996,-0.0885,0.2002,1865.8606,5.0183,7.3715,0.123
Mn0.14 Ni1.54,9.75,0.33,2.75,199.8333,-2.4444,2.3848,1.1508,72.5833,-0.0153,0.0244,1710.5833,4.3133,7.6228,0.0198
Al0.57 Co1.56 Cr1.77,6.7615,0.1393,7.3385,220.4538,-10.0009,8.3649,1.2695,86.0362,-0.0748,0.1285,1833.0148,4.1078,7.0985,0.0264
Al1 Be1 Cu1 Fe1 Ni1,6.8,0.194,15.2,179.6,-4.32,13.3809,1.644,72.92,-0.1094,0.2393,1478.048,3.786,7.7152,0.0422
Co0.75 Cr1.04 Cu0.76 Fe0.58 Mn1.76 Ni1.45,8.3297,0.207,2.2697,206.0836,-1.1303,14.261,1.0455,68.1259,-0.0704,0.1615,1712.0702,3.8278,7.5024,0.047
Mo1.66 Ni1.03 Si1.31,6.375,0.1495,14.9675,223.0775,-35.5129,8.9785,2.3558,84.7625,-0.066,0.1395,2199.2925,5.4899,7.5828,0.0318
Al1.97 Ba1.78 Mn1.53 Nb1.82 Ni0.61,4.5888,0.5632,94.9624,100.7886,4.7844,12.8826,1.8495,29.803,-0.1604,0.3774,1556.6908,3.904,6.408,0.2059
Al1.6 Ni1.63 Ti1.62 V0.87 W0.5,5.9373,0.6265,15.9486,151.5723,-29.7261,12.707,2.1083,59.0563,-0.1225,0.3573,1800.8556,4.7492,6.896,0.1098
Al0.26 Be1.56 Cr0.38 Cu0.73 Ni1.88 Pd1.0 Ti1.69 Zr0.3,6.5346,0.4464,31.1397,177.959,-31.4383,15.5234,1.7552,72.1612,-0.1101,0.2429,1729.648,4.1812,7.7615,0.1162
Co1 Cr1 Fe1 Ni1 Y1,7.2,0.48,41.8,192.6,-9.28,13.3809,1.206,77.8,-0.0439,0.0914,1857.2,4.334,7.2814,0.1302
Ni1 Sn1 Ti1,6.0,0.2633,20.3333,122.0,-26.6667,9.1339,2.72,46.0,-0.1177,0.2659,1391.36,4.1433,7.2707,0.0702
Co1.93 Cr1.67 Ni0.56,7.9303,0.1357,2.0697,235.8894,-4.4931,8.2529,1.0033,91.1923,-0.0221,0.0457,1928.0096,4.2803,7.4014,0.0249
Cu0.57 Fe0.93 Mg1.41 Mn1.41 Sc0.61 Si0.29 Ti0.61 V0.24,5.4415,0.3302,25.8386,130.2488,-4.1475,15.9841,1.8723,41.0133,-0.1068,0.2568,1516.4875,3.2597,7.4409,0.0925
Al1 Co1 Cu1 Mn1 Ni1 Re1 Ti1 V1,7.5,0.2,17.0,189.25,-15.125,17.2885,1.5725,67.45,-0.1582,0.443,1861.155,4.5825,7.2651,0.0512
Co1.91 Fe1.39 Mn0.71 Mo0.88 Re0.86,8.3513,0.323,9.5739,264.48,-2.3936,12.7957,1.1477,94.0452,-0.087,0.1971,2173.1965,5.0788,7.7111,0.0521
Al0.24 Co1.33 Cu1.93 Mo1.98 Ni0.36 Re1.29 Ti0.96 V1.68,7.7615,0.3214,15.5148,224.4381,-3.4978,16.0132,1.3735,85.1444,-0.1213,0.2838,2205.224,5.3481,7.3377,0.0792
Cu0.52 Mg0.17 Nb0.46,7.2696,0.3828,9.713,107.4348,8.937,8.3805,1.2773,39.553,-0.0411,0.0708,1850.3917,4.8293,7.3274,0.089
Cr1 Mn1 Mo1,6.3333,0.37,7.6667,268.6667,3.1111,9.1339,1.12,90.0,-0.0868,0.1872,2198.3333,4.6133,7.1,0.1409
Al0.54 Cr1.28 Fe0.26 Ti0.62,5.1333,0.1912,16.8296,193.2222,-14.8855,10.3006,1.835,77.7785,-0.127,0.2398,1840.2792,4.1416,6.7341,0.0123
Be1 Cr1 Fe1 Re1 V1,6.4,0.182,21.0,273.6,-8.64,13.3809,1.254,112.8,-0.0641,0.1365,2238.6,4.99,7.7234,0.0315
Mo1 Nb1 Ti1 V1,5.0,0.4275,7.5,169.5,-2.75,11.5257,1.66,64.75,-0.1055,0.2539,2442.5,6.1375,6.858,0.1239
Al1.51 Co1.97,6.3966,0.1528,3.9626,148.6868,-18.668,5.69,1.8891,53.8687,-0.0898,0.2008,1405.8907,3.9431,7.0587,0.0358
Cr1 Nb1 Ni1 Pd1 Ta1,8.0,0.426,12.6,178.2,-32.0,13.3809,1.186,68.4,-0.072,0.1603,2355.21,5.62,7.4786,0.1273
C1.55 Co2.0 Cr1.01 Fe1.23 Nb0.19 W1.49,7.49,0.4803,47.4846,430.9451,-37.2563,13.8149,1.7052,117.4859,-0.0636,0.1306,2685.6265,5.9315,8.403,0.2242
Al1 Cu1 Pd1 V1 Zn1,8.2,0.402,12.6,111.4,-22.4,13.3809,1.582,43.72,-0.0257,0.0525,1398.994,3.48,7.6378,0.103
Co1 Nb1 Ni1,8.0,0.1967,14.3333,171.3333,-24.4444,9.1339,1.17,63.0,-0.0356,0.0788,2082.0,5.4667,7.4267,0.039
Ti0.35 V0.42,4.5455,0.0491,7.0909,122.5455,-1.9835,5.7284,1.8682,51.0909,-0.0077,0.0161,2073.0,5.1009,6.7833,0.004
Cr1 Cu1 Mn1 Ni1 Ti1,7.6,0.198,16.2,184.6,-8.32,13.3809,1.432,63.66,-0.0903,0.2088,1745.154,3.96,7.279,0.0532
Cr0.69 Cu0.44 Fe1.2 Hf1.8 Mn1.78,7.6887,0.3304,22.2657,188.5871,-10.6712,12.3994,1.2473,53.3506,-0.1179,0.3091,1944.0675,4.3205,7.2874,0.0902
Al0.21 Co1.2 Fe0.94 Nb0.82 Ni1.67 Ta0.45 Zr1.54,7.3148,0.3595,23.5256,162.8697,-33.2721,14.9609,1.2995,60.4031,-0.06,0.1182,2037.8256,5.4642,7.3514,0.1073
Au0.57 Cr1.53 Cu1.49 Nb1.95 Ni0.38 Y0.5,6.771,0.7839,39.4548,152.3022,-5.4587,13.5006,1.1554,60.2472,-0.121,0.2864,2031.0585,5.0339,7.2143,0.1855
Al1.97 Fe0.74 Ni1.9,6.6876,0.159,4.243,146.2126,-19.0464,8.4992,1.9329,55.7247,-0.0871,0.2094,1401.7952,3.9528,6.9752,0.0392
Al1 Co1 Cr1 Fe1 Mn1 Nb1 Ti1 Y1,5.625,0.3913,41.125,156.5,-14.5,17.2885,1.66,57.0375,-0.1088,0.2507,1837.6838,4.4912,6.9718,0.0711
Co1 Fe1 Hf1 Nb1 Ni1 W1,8.3333,0.5467,22.5,213.3333,-20.6667,14.8967,1.2917,77.0,-0.1284,0.304,2376.3333,5.9333,7.4785,0.2073
Mo1 Si1,5.0,0.13,14.0,218.0,-35.0,5.7628,2.955,83.5,-0.0808,0.1911,2291.5,5.725,7.625,0.0338
Al1 Fe1 Hf1 Ni1 Pd1 Ti1,7.1667,0.4683,23.5,143.6667,-46.0,14.8967,1.8283,50.3833,-0.0832,0.1794,1791.2533,4.4733,7.253,0.1662
Au1 Fe1 Ti1 V1,5.5,0.655,11.75,133.25,-21.0,11.5257,1.495,52.5,-0.0673,0.1463,1818.0825,4.56,7.6755,0.308
Fe1 Mo1 Ni1 Re1 V1,8.0,0.274,8.0,266.2,-8.64,13.3809,1.18,102.6,-0.0768,0.1748,2415.4,5.75,7.4534,0.0578
Cr0.67 Fe0.54 Nb1.12 Re1.26,7.7437,0.1511,10.4735,279.0669,-17.1816,11.0502,1.2328,108.1253,-0.1316,0.2873,2751.2201,6.5433,7.3259,0.0348
Cr1.47 Fe1.16 Ni0.29 Ti0.1,7.0861,0.2053,19.5232,239.8974,-4.113,8.7782,1.0628,96.2285,-0.0232,0.0409,1986.947,4.2266,7.2888,0.0206
